22:09:12.927656	-0.03
22:09:12.961709	-0.03
22:09:12.995350	-0.03
22:09:13.029350	-0.07
22:09:13.062422	-0.07
22:09:13.097431	-0.07
22:09:13.131431	-0.13
22:09:13.165569	-0.13
22:09:13.198653	-0.13
22:09:13.232645	-0.16
22:09:13.267644	-0.16
22:09:13.301657	-0.13
22:09:13.334776	-0.13
22:09:13.368889	-0.13
22:09:13.402883	-0.13
22:09:13.437945	-0.13
22:09:13.470952	-0.13
22:09:13.504944	-0.14
22:09:13.538560	-0.14
22:09:13.573605	-0.17
22:09:13.608605	-0.17
22:09:13.642605	-0.17
22:09:13.676605	-0.21
22:09:13.710606	-0.21
22:09:13.744615	-0.21
22:09:13.779622	-0.24
22:09:13.813613	-0.24
22:09:13.846670	-0.30
22:09:13.880715	-0.30
22:09:13.914782	-0.30
22:09:13.949828	-0.35
22:09:13.982836	-0.35
22:09:14.016836	-0.35
22:09:14.050829	-0.33
22:09:14.085850	-0.33
22:09:14.120852	-0.33
22:09:14.154904	-0.34
22:09:14.187956	-0.34
22:09:14.222010	-0.37
22:09:14.257063	-0.37
22:09:14.291130	-0.37
22:09:14.325202	-0.36
22:09:14.359314	-0.36
22:09:14.392370	-0.36
22:09:14.427371	-0.36
22:09:14.461380	-0.36
22:09:14.495371	-0.39
22:09:14.529371	-0.39
22:09:14.563370	-0.39
22:09:14.597431	-0.39
22:09:14.632500	-0.39
22:09:14.666551	-0.39
22:09:14.699551	-0.38
22:09:14.733559	-0.38
22:09:14.768550	-0.35
22:09:14.803551	-0.35
22:09:14.837611	-0.35
22:09:14.870620	-0.33
22:09:14.904610	-0.33
22:09:14.938610	-0.33
22:09:14.973677	-0.33
22:09:15.006730	-0.33
22:09:15.040827	-0.33
22:09:15.074976	-0.37
22:09:15.110030	-0.37
22:09:15.144039	-0.44
22:09:15.178030	-0.44
22:09:15.212085	-0.44
22:09:15.246096	-0.50
22:09:15.281141	-0.50
22:09:15.315155	-0.50
22:09:15.349150	-0.54
22:09:15.383149	-0.54
22:09:15.416744	-0.58
22:09:15.451744	-0.58
22:09:15.484859	-0.58
22:09:15.518915	-0.59
22:09:15.552916	-0.59
22:09:15.586915	-0.59
22:09:15.621982	-0.61
22:09:15.656552	-0.61
22:09:15.689646	-0.68
22:09:15.723763	-0.68
22:09:15.757762	-0.68
22:09:15.792762	-0.73
22:09:15.827762	-0.73
22:09:15.860772	-0.73
22:09:15.894825	-0.74
22:09:15.928930	-0.74
22:09:15.961950	-0.79
22:09:15.997005	-0.79
22:09:16.031059	-0.79
22:09:16.065119	-0.82
22:09:16.098142	-0.82
22:09:16.133250	-0.82
22:09:16.168353	-0.83
22:09:16.202352	-0.83
22:09:16.235361	-0.83
22:09:16.269400	-0.88
22:09:16.304494	-0.88
22:09:16.339493	-0.92
22:09:16.372590	-0.92
22:09:16.406634	-0.92
22:09:16.440624	-0.97
22:09:16.474624	-0.97
22:09:16.509731	-0.97
22:09:16.542743	-1.00
22:09:16.576743	-1.00
22:09:16.610732	-1.05
22:09:16.645732	-1.05
22:09:16.679791	-1.05
22:09:16.713785	-1.11
22:09:16.747857	-1.11
22:09:16.781866	-1.11
22:09:16.815912	-1.13
22:09:16.850935	-1.13
22:09:16.885009	-1.13
22:09:16.919088	-1.13
22:09:16.953087	-1.13
22:09:16.986143	-1.18
22:09:17.021134	-1.18
22:09:17.055135	-1.18
22:09:17.088182	-1.22
22:09:17.122288	-1.22
